detection,date,time
cup,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
person,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
person,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
person,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
person,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
cup,2024-05-11,23-52-47
person,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
person,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
person,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
person,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
person,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
cup,2024-05-11,23-52-48
person,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
person,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
person,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
person,2024-05-11,23-52-49
person,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
person,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
cup,2024-05-11,23-52-49
person,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
person,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
person,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
person,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
person,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
cup,2024-05-11,23-52-50
person,2024-05-11,23-52-51
person,2024-05-11,23-52-51
person,2024-05-11,23-52-51
person,2024-05-11,23-52-51
person,2024-05-11,23-52-51
person,2024-05-11,23-52-52
person,2024-05-11,23-52-52
person,2024-05-11,23-52-52
person,2024-05-11,23-52-52
person,2024-05-11,23-52-52
person,2024-05-11,23-52-52
person,2024-05-11,23-52-53
person,2024-05-11,23-52-53
person,2024-05-11,23-52-53
person,2024-05-11,23-52-53
person,2024-05-11,23-52-53
person,2024-05-11,23-52-54
person,2024-05-11,23-52-54
person,2024-05-11,23-52-54
person,2024-05-11,23-52-54
person,2024-05-11,23-52-54
person,2024-05-11,23-52-54
person,2024-05-11,23-52-55
person,2024-05-11,23-52-55
person,2024-05-11,23-52-55
person,2024-05-11,23-52-55
person,2024-05-11,23-52-55
person,2024-05-11,23-52-56
person,2024-05-11,23-52-56
person,2024-05-11,23-52-56
person,2024-05-11,23-52-56
person,2024-05-11,23-52-56
person,2024-05-11,23-52-56
person,2024-05-11,23-52-57
person,2024-05-11,23-52-57
person,2024-05-11,23-52-57
cup,2024-05-11,23-52-57
cup,2024-05-11,23-52-57
person,2024-05-11,23-52-57
cup,2024-05-11,23-52-57
cup,2024-05-11,23-52-57
person,2024-05-11,23-52-57
person,2024-05-11,23-52-57
person,2024-05-11,23-52-58
person,2024-05-11,23-52-58
person,2024-05-11,23-52-58
person,2024-05-11,23-52-58
person,2024-05-11,23-52-58
person,2024-05-11,23-52-59
person,2024-05-11,23-52-59
person,2024-05-11,23-52-59
person,2024-05-11,23-52-59
person,2024-05-11,23-52-59
person,2024-05-11,23-52-59
cup,2024-05-11,23-52-59
person,2024-05-11,23-53-00
cup,2024-05-11,23-53-00
cup,2024-05-11,23-53-00
person,2024-05-11,23-53-00
cup,2024-05-11,23-53-00
person,2024-05-11,23-53-00
cup,2024-05-11,23-53-00
person,2024-05-11,23-53-00
cup,2024-05-11,23-53-00
person,2024-05-11,23-53-00
cup,2024-05-11,23-53-00
person,2024-05-11,23-53-01
cup,2024-05-11,23-53-01
cup,2024-05-11,23-53-01
person,2024-05-11,23-53-01
cup,2024-05-11,23-53-01
person,2024-05-11,23-53-01
cup,2024-05-11,23-53-01
cup,2024-05-11,23-53-01
person,2024-05-11,23-53-01
cup,2024-05-11,23-53-01
cup,2024-05-11,23-53-01
person,2024-05-11,23-53-01
person,2024-05-11,23-53-02
cup,2024-05-11,23-53-02
cup,2024-05-11,23-53-02
person,2024-05-11,23-53-02
cup,2024-05-11,23-53-02
cup,2024-05-11,23-53-02
person,2024-05-11,23-53-02
person,2024-05-11,23-53-02
cup,2024-05-11,23-53-02
person,2024-05-11,23-53-02
cup,2024-05-11,23-53-02
cup,2024-05-11,23-53-02
person,2024-05-11,23-53-03
person,2024-05-11,23-53-03
cup,2024-05-11,23-53-03
cup,2024-05-11,23-53-03
person,2024-05-11,23-53-03
cup,2024-05-11,23-53-03
cup,2024-05-11,23-53-03
person,2024-05-11,23-53-03
cup,2024-05-11,23-53-03
person,2024-05-11,23-53-03
cup,2024-05-11,23-53-03
person,2024-05-11,23-53-03
person,2024-05-11,23-53-04
person,2024-05-11,23-53-04
person,2024-05-11,23-53-04
cup,2024-05-11,23-53-04
person,2024-05-11,23-53-04
person,2024-05-11,23-53-04
cup,2024-05-11,23-53-04
person,2024-05-11,23-53-05
person,2024-05-11,23-53-05
person,2024-05-11,23-53-05
person,2024-05-11,23-53-05
person,2024-05-11,23-53-05
person,2024-05-11,23-53-06
person,2024-05-11,23-53-06
person,2024-05-11,23-53-06
person,2024-05-11,23-53-06
person,2024-05-11,23-53-06
person,2024-05-11,23-53-06
person,2024-05-11,23-53-07
person,2024-05-11,23-53-07
person,2024-05-11,23-53-07
person,2024-05-11,23-53-07
person,2024-05-11,23-53-07
person,2024-05-11,23-53-07
person,2024-05-11,23-53-08
person,2024-05-11,23-53-08
person,2024-05-11,23-53-08
person,2024-05-11,23-53-08
person,2024-05-11,23-53-08
person,2024-05-11,23-53-09
person,2024-05-11,23-53-09
cup,2024-05-11,23-53-09
person,2024-05-11,23-53-09
person,2024-05-11,23-53-09
cup,2024-05-11,23-53-09
cup,2024-05-11,23-53-09
person,2024-05-11,23-53-09
cup,2024-05-11,23-53-09
cup,2024-05-11,23-53-09
person,2024-05-11,23-53-10
cup,2024-05-11,23-53-10
person,2024-05-11,23-53-10
cup,2024-05-11,23-53-10
person,2024-05-11,23-53-10
cup,2024-05-11,23-53-10
cup,2024-05-11,23-53-10
person,2024-05-11,23-53-10
person,2024-05-11,23-53-10
person,2024-05-11,23-53-11
person,2024-05-11,23-53-11
person,2024-05-11,23-53-11
person,2024-05-11,23-53-11
person,2024-05-11,23-53-11
person,2024-05-11,23-53-11
person,2024-05-11,23-53-12
person,2024-05-11,23-53-12
person,2024-05-11,23-53-12
cup,2024-05-11,23-53-12
cup,2024-05-11,23-53-12
person,2024-05-11,23-53-12
cup,2024-05-11,23-53-12
cup,2024-05-11,23-53-12
person,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
person,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
person,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
person,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
person,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
cup,2024-05-11,23-53-13
person,2024-05-11,23-53-14
person,2024-05-11,23-53-14
person,2024-05-11,23-53-14
person,2024-05-11,23-53-14
person,2024-05-11,23-53-15
person,2024-05-11,23-53-15
person,2024-05-11,23-53-15
person,2024-05-11,23-53-15
person,2024-05-11,23-53-16
person,2024-05-11,23-53-16
person,2024-05-11,23-53-16
person,2024-05-11,23-53-16
person,2024-05-11,23-53-16
person,2024-05-11,23-53-19
person,2024-05-11,23-53-19
person,2024-05-11,23-53-19
person,2024-05-11,23-53-19
person,2024-05-11,23-53-20
person,2024-05-11,23-53-20
person,2024-05-11,23-53-20
person,2024-05-11,23-53-21
person,2024-05-11,23-53-25
person,2024-05-11,23-53-25
person,2024-05-11,23-53-25
person,2024-05-11,23-53-25
person,2024-05-11,23-53-25
person,2024-05-11,23-53-25
person,2024-05-11,23-53-26
person,2024-05-11,23-53-26
person,2024-05-11,23-53-26
person,2024-05-11,23-53-26
person,2024-05-11,23-53-26
person,2024-05-11,23-53-27
person,2024-05-11,23-53-27
person,2024-05-11,23-53-27
person,2024-05-11,23-53-27
person,2024-05-11,23-53-27
person,2024-05-11,23-53-27
person,2024-05-11,23-53-28
person,2024-05-11,23-53-28
person,2024-05-11,23-53-28
person,2024-05-11,23-53-28
person,2024-05-11,23-53-28
person,2024-05-11,23-53-29
person,2024-05-11,23-53-29
person,2024-05-11,23-53-29
person,2024-05-11,23-53-29
person,2024-05-11,23-53-29
person,2024-05-11,23-53-29
person,2024-05-11,23-53-30
person,2024-05-11,23-53-30
person,2024-05-11,23-53-30
person,2024-05-11,23-53-30
person,2024-05-11,23-53-30
person,2024-05-11,23-53-31
person,2024-05-11,23-53-31
person,2024-05-11,23-53-31
person,2024-05-11,23-53-31
person,2024-05-11,23-53-31
person,2024-05-11,23-53-31
person,2024-05-11,23-53-32
person,2024-05-11,23-53-32
person,2024-05-11,23-53-32
person,2024-05-11,23-53-32
person,2024-05-11,23-53-32
person,2024-05-11,23-53-32
person,2024-05-11,23-53-33
person,2024-05-11,23-53-33
person,2024-05-11,23-53-33
person,2024-05-11,23-53-33
person,2024-05-11,23-53-33
person,2024-05-11,23-53-34
person,2024-05-11,23-53-34
person,2024-05-11,23-53-34
person,2024-05-11,23-53-34
person,2024-05-11,23-53-34
person,2024-05-11,23-53-34
person,2024-05-11,23-53-35
person,2024-05-11,23-53-35
person,2024-05-11,23-53-35
person,2024-05-11,23-53-35
person,2024-05-11,23-53-35
person,2024-05-11,23-53-36
person,2024-05-11,23-53-36
person,2024-05-11,23-53-36
person,2024-05-11,23-53-36
person,2024-05-11,23-53-36
person,2024-05-11,23-53-36
person,2024-05-11,23-53-37
person,2024-05-11,23-53-37
person,2024-05-11,23-53-37
person,2024-05-11,23-53-55
person,2024-05-11,23-53-55
person,2024-05-11,23-53-55
person,2024-05-11,23-53-55
person,2024-05-11,23-53-56
person,2024-05-11,23-53-56
person,2024-05-11,23-53-56
person,2024-05-11,23-53-56
person,2024-05-11,23-53-57
person,2024-05-11,23-53-57
